date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,bb_pct,vol_sma20,vol_ratio,ret_1d,ret_5d,ret_20d,ticker,sentiment_score,sentiment_count,sentiment_pos,sentiment_neg,sent_3d,sent_7d,sent_momentum,pe_ratio,forward_pe,eps,revenue_growth,profit_margin,debt_to_equity,target_5d,target_20d,return_5d,return_20d
2025-01-17,230.85887189963304,231.0279464573329,227.23864886634652,228.73049926757807,68488300.0,243.7081886291504,237.981764831543,215.5273714447022,236.7280181869374,239.80346299226716,35.403533048731376,-3.075444805329738,-0.4938676514391749,-2.581577153890563,262.42255173488826,224.9938255234125,243.7081886291504,0.0998343818315704,51212370.0,1.3373390061815142,0.0075352334622464,-0.0290057520244536,-0.0927095098715268,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.0005216782670033519,0.06417429871297582
2025-01-21,222.783001089375,223.20071739531107,218.1881065481907,221.43038940429688,98070400.0,242.4445907592773,237.9705377197266,215.7939236450196,234.37453683576192,238.4424945783434,29.6974788824794,-4.067957742581484,-1.208685669667637,-2.859272072913847,263.56570441242684,221.32347710612777,242.4445907592773,0.0025309342093008,53277185.0,1.8407579154191425,-0.0319157693733763,-0.0501705799062283,-0.1024390636128349,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.07015805632738689,0.10105651578709593
2025-01-22,218.5958781281944,222.9023551356524,218.5958781281944,222.6139373779297,64126500.0,241.15364379882809,237.9974862670898,216.0705059051514,232.56521384224928,237.27000885979425,31.621673118942105,-4.704795017544967,-1.9079075392431029,-2.796887478301864,263.83238977057687,218.47489782707927,241.15364379882809,0.0912537129679748,53439395.0,1.1999855163030944,0.0053450114811108,-0.0405091660892317,-0.1039272239797602,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.06938290836108041,0.09949629270968216
2025-01-23,223.51898889751175,225.7965406078772,221.09224303438072,222.44485473632807,60234800.0,239.62051849365236,237.9264743041992,216.34247726440435,231.00823551826144,236.17184929509304,31.489075489034956,-5.163613776831625,-2.5590487867608074,-2.604564990070817,263.0306565925899,216.2103803947148,239.62051849365236,0.1331575729098996,49076370.0,1.227368690879134,-0.0007595330444855,-0.0597384527905455,-0.1211442685893187,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.06228192528734477,0.099078785464215
2025-01-24,223.5587751677507,224.4041632112556,220.207089142254,221.56964111328125,54697900.0,238.0048454284668,237.8433285522461,216.61567153930667,229.55614407134135,235.09020424458845,30.76983227425553,-5.53406017324707,-3.15405106405806,-2.38000910918901,261.7285580719862,214.2811327849474,238.0048454284668,0.1536123042312105,49768325.0,1.0990504502612857,-0.0039345195198347,-0.0240076386749726,-0.1272769278304999,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.059340925575113286,0.1103854694387109
2025-01-27,222.80290778981757,230.888727332658,222.76311661057,228.61117553710935,94863400.0,236.59554519653324,237.9553173828125,216.9180284881592,229.41076429684412,234.6102761921826,42.207231574953774,-5.199511895338446,-3.5631432303141377,-1.6363686650243086,258.9267163231584,214.2643740699081,236.59554519653324,0.3212281475415894,53349760.0,1.7781410825465755,0.0317802312105928,-0.0005216782670034,-0.109759790272534,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.008048450894798005,0.07592278121955162
2025-01-28,229.5957855991,238.88503723433337,229.55599442275545,236.96551513671875,75707600.0,235.5631858825684,238.2343930053711,217.2715218353272,230.5730336568249,234.78473833622232,52.28024871276792,-4.211704679397457,-3.6928555201308018,-0.5188491592666549,255.59388035827808,215.5324914068587,235.5631858825684,0.5350045090876882,55773285.0,1.3574169066785289,0.0365438810241069,0.0701580563273869,-0.0801481688045885,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.022916047962584382,0.009923133449737704
2025-01-29,232.8480036441672,238.5568232574634,232.73860067537265,238.05953979492188,45486100.0,234.7560943603516,238.51764556884763,217.5945128631592,231.72480383191672,235.02731622205192,53.42507066254403,-3.302512390135206,-3.614786894131683,0.3122745039964769,252.8299682516806,216.68222046902247,234.7560943603516,0.5913873100432484,55929825.0,0.813270915830686,0.0046168095706748,0.0693829083610804,-0.063500170865102,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,0.0,-0.02878504397342045,-0.007516214818219053
2025-01-30,237.3732826437262,239.48175963713217,235.92122345328548,236.2991485595703,55658300.0,234.0295631408692,238.7040274047852,217.90121986389164,232.42854917463268,235.12152602483107,51.29270278990034,-2.6929768501983915,-3.4304248853450248,0.7374480351466333,250.4780106981649,217.58111558357345,234.0295631408692,0.5689908701178759,56934865.0,0.9775785013277892,-0.0073947519047884,0.0622819252873445,-0.0579302218345116,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.018392880170418624,0.01900717294818108
2025-01-31,245.84699474947956,245.84699474947956,232.1716998572169,234.71778869628903,100959800.0,233.3124794006348,238.92283203125,218.21914611816408,232.7807398702721,235.0916195560502,49.38581368905098,-2.3108796857781044,-3.2065158454316407,0.8956361596535363,248.17614648541755,218.448812315852,233.3124794006348,0.5472733036568665,60008820.0,1.6824160181786612,-0.0066921945039619,0.0593409255751133,-0.0575833361362366,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.03546596725557291,0.009710732317609817
2025-02-03,228.7404632470789,230.5704628324937,224.4737624406888,226.77120971679688,73063300.0,232.52478179931643,238.92263305664065,218.51374008178715,231.85619676973744,234.47529290129071,41.114110745768414,-2.619096131553277,-3.0890319026559685,0.469935771102691,246.99737796655128,218.0521856320816,232.52478179931643,0.3012252944690547,60874950.0,1.2002194662993564,-0.0338558872066343,-0.0080484508947981,-0.0649580105962396,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,0.0,1.0,-0.0004811704304185478,0.03587300168931126
2025-02-04,226.0153521080233,231.86341095944584,225.4186058340825,231.5352020263672,45067300.0,231.99965133667,239.01254241943363,218.83899185180667,231.8068129630651,234.25750839203712,46.86038858830723,-2.4506954289720118,-2.9613646079191773,0.510669178947166,245.76369669770807,218.23560597563184,231.99965133667,0.4831281684053217,61116110.0,0.7374045893954966,0.0210079238697002,-0.0229160479625843,-0.0433924319403562,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.00032536150417846024,0.013742157499352013
2025-02-05,227.2883891710869,231.4058958330951,227.0298072213747,231.2069854736328,39620300.0,231.37655487060547,239.08156524658204,219.1673593902588,231.7145318108448,234.0315437314146,46.523549613141576,-2.3170119205698256,-2.832494070449308,0.5154821498794817,243.9971238186636,218.75598592254727,231.37655487060547,0.4932820224601667,60844845.0,0.6511693800847056,-0.0014175665292441,-0.0287850439734204,-0.0511428769310904,AAPL,0.0,0.0,0.0,0.0,,,0.0,31.351456,26.605259,7.91,0.157,0.27037,102.63,1.0,1.0,0.02004741037068696,0.01341564734941657
