date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,bb_pct,vol_sma20,vol_ratio,ret_1d,ret_5d,ret_20d,ticker
2025-01-02,247.57754859678104,247.74663833648884,240.50619200781614,242.52516174316406,55740700.0,248.5119506835938,236.3937628173828,212.2577294158936,249.42009337195992,245.37136591047675,46.049082334063606,4.048727461483168,5.242418584874196,-1.1936911233910283,258.41984434692915,238.60405702025844,248.5119506835938,0.1978778162112289,47332935.0,1.1776303328749844,-0.026235910356350978,-0.055577006035844256,0.0049454625190124,AAPL
2025-01-03,242.03781127929688,242.853348279154,240.57579666249651,242.03781127929688,40244100.0,248.5293556213379,236.54810394287108,212.59545860290532,248.28435766539639,245.12443593779676,45.36380199288793,3.159921727599624,4.825919213419282,-1.6659974858196582,258.3878884885642,238.6708227541116,248.5293556213379,0.17076519246630054,47125945.0,0.8539690822115079,-0.0020094841309014067,-0.060458549019937635,0.0014402712934984407,AAPL
2025-01-06,242.98266113735735,245.98625772407811,241.87869116125097,243.66891479492188,45045600.0,248.626823425293,236.83640167236328,212.928510131836,247.57428953147723,245.01661955684307,48.14518748513166,2.557669974634166,4.372269365662259,-1.8145993910280929,258.2373027448899,239.01634410569608,248.626823425293,0.24205716147250797,47376530.0,0.9507999002881806,0.006739044230336333,-0.0414335116857264,0.00806453598317769,AAPL
2025-01-07,241.6598791297847,244.215923537777,240.0387452815234,240.89407348632812,40856000.0,248.59549484252932,237.07297698974608,213.28385826110843,246.54656398606966,244.71124577384197,44.037956016119246,1.8353182122276905,3.8648791349753453,-2.0295609227476548,258.30706426191546,238.88392542314315,248.59549484252932,0.10349244165772209,47575800.0,0.8587559221284771,-0.011387752561417774,-0.03961132423024649,-0.0025942778303945646,AAPL
2025-01-08,240.6056476428208,242.38593107741448,238.74581220273618,241.38140869140625,37628900.0,248.39409561157228,237.30260864257812,213.63713417053228,245.7519247099676,244.46459117514303,44.926569188116666,1.287333534824569,3.34937001494519,-2.062036480120621,258.5411700752061,238.24702114793848,248.39409561157228,0.15444784378722565,47224785.0,0.7968040510930859,0.002023026959630858,-0.030828199425316005,-0.016413326991292165,AAPL
2025-01-10,238.70600665338932,238.85520080045117,231.73409784256125,235.5631866455078,61710900.0,247.85106201171877,237.37633605957035,213.96840446472174,244.18442654620455,243.80522787665154,37.30953065169741,0.37919866955300563,2.755335745866753,-2.3761370763137473,259.49424390798254,236.207880115455,247.85106201171877,-0.027685450406232097,48464590.0,1.273319345113618,-0.024103853223164884,-0.02870619711215383,-0.04407313503203847,AAPL
2025-01-13,232.2612117379593,233.39501742033124,228.47191419887113,233.12648010253906,49630700.0,247.24984436035157,237.39596435546878,214.29313964843755,242.48320401640987,243.0142095230136,34.659205703898245,-0.5310055066037194,2.098067495372659,-2.629073001976378,260.5971904421492,233.90249827855394,247.24984436035157,-0.029070130167827612,48685835.0,1.019407390260432,-0.010344173797562362,-0.036817929932752014,-0.04904879528177308,AAPL
2025-01-14,233.47458784982285,234.83713969366363,231.2069764534674,232.0125732421875,39435300.0,246.51983108520506,237.46424835205082,214.59446777343754,240.8723377434526,242.19927350221167,33.48808936140854,-1.3269357587590775,1.4130668445463115,-2.7400026033053893,261.50986702221724,231.52979514819285,246.51983108520506,0.016103300085709378,49018725.0,0.8044946089479071,-0.0047781224160448055,-0.047836801680446794,-0.05920318494861321,AAPL
2025-01-15,233.36518970349533,237.66172623332486,233.15632396556444,236.57763671875,39832000.0,246.00961761474608,237.70708679199223,214.92768859863287,240.21161450888297,241.782855962696,42.11975176671328,-1.5712414538130304,0.8162051848744432,-2.3874466386874733,261.642934146065,230.37630108342717,246.00961761474608,0.1983371737756697,49352560.0,0.8070908581034094,0.0196759314065158,-0.017918401665548256,-0.04134934189174255,AAPL
2025-01-16,236.06047699847062,236.7168796666606,226.79110553013876,227.0198516845703,71759100.0,244.87680511474608,237.81837799072267,215.2203051757813,238.1821125359118,240.68930009024226,32.5850258473722,-2.507187554330443,0.15152663703346603,-2.658714191363909,262.54274381845613,227.21086641103602,244.87680511474608,-0.005406299932994452,50355775.0,1.425042112846044,-0.040400205052104066,-0.05949736180882281,-0.09074256545635628,AAPL
