date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,bb_pct,vol_sma20,vol_ratio,ret_1d,ret_5d,ret_20d,ticker
2025-01-02,587.3633608157467,602.4926617179121,585.470989976871,596.8453369140625,12682300.0,605.9502716064453,585.5658471679687,525.6454261779784,596.9645696193777,595.4299749571318,50.800730140490145,1.5345946622459223,4.780547009663345,-3.245952347417423,634.2117756847828,577.6887675281079,605.9502716064453,0.3389163105494323,12423770.0,1.0208093034561971,0.023449709356481607,-0.014002501617077168,-0.02269475292962786,META
2025-01-03,602.3431694181788,607.0642169323673,594.0265025720084,602.2136840820312,11436800.0,605.5192291259764,586.0257800292969,526.192001953125,597.7721256905552,595.9324719293465,53.14551860548729,1.8396537612086377,4.192368359972404,-2.3527145987637663,633.7299961204213,577.3084621315314,605.5192291259764,0.4414134141578383,12260760.0,0.9327969881149291,0.008994536500402717,0.002121416054103209,-0.01411323219936067,META
2025-01-06,609.385054699766,628.4684617844035,603.1998488847688,627.681640625,14560800.0,606.6029235839843,587.359715576172,526.8198303222656,602.3735895266236,598.2842622030987,62.3202135650615,4.089327323524913,4.171760152682906,-0.08243282915799366,636.5070545581868,576.6987926097818,606.6029235839843,0.8524382142779419,12584740.0,1.15702032779382,0.04229056432317746,0.050665931618222526,0.03576503618603244,META
2025-01-07,629.175648227163,629.5740132949604,605.7994061067093,615.4208374023438,12071500.0,606.335137939453,588.3670251464845,527.3752297973633,604.3808584305806,599.5536381437835,56.57658035449885,4.827220286797115,4.302852179505748,0.5243681072913668,635.797516130791,576.8727597481151,606.335137939453,0.6541915490194161,12341540.0,0.9781194243181968,-0.01953347434289754,0.04507489247955432,-0.00862744072419852,META
2025-01-08,610.9487626580363,613.976592361968,600.3811160103171,608.2794189453125,10085800.0,606.2178344726562,589.1226342773438,527.8858836364747,604.9806369713085,600.1999922772301,53.484599771317235,4.780644694078433,4.398410682420285,0.38223401165814774,635.626922333322,576.8087466119905,606.2178344726562,0.5350501260339757,12274530.0,0.8216852294955488,-0.011604121965019476,0.04305647715355643,-0.0038420756764364628,META
2025-01-10,607.5922670173171,627.3927679278979,594.9529755373284,613.39892578125,19256600.0,606.0703826904297,589.8829064941407,528.4547142028808,606.2757583266841,601.1776910553057,55.36771757579066,5.098067271378454,4.5383420002119195,0.5597252711665348,635.2946062099584,576.846159170901,606.0703826904297,0.6253847358048318,12690415.0,1.517412945124332,0.00841637358833247,0.02773513981490816,-0.004784692785726574,META
2025-01-13,604.6739217603003,606.5364441234269,596.0585248079975,605.8990478515625,10785000.0,604.8831481933595,590.1922277832033,529.021455230713,606.2178028689731,601.5274211883617,52.0437263911841,4.690381680611381,4.568749936291812,0.12163174431956936,631.9226832303652,577.8436131563537,604.8831481933595,0.5187854498291833,12687805.0,0.8500288268932253,-0.012226754261324024,0.006119694498720962,-0.03771130961237901,META
2025-01-14,602.6521365894432,603.0704412402654,586.1981313561736,591.8753662109375,13598000.0,603.0887756347657,590.250535888672,529.5281594848633,604.0112741523523,600.8124541529969,46.43065477568148,3.1988199993553508,4.294763948904519,-1.0959439495491683,628.4461199820026,577.7314312875288,603.0887756347657,0.27889227533937294,12993970.0,1.0464854082316641,-0.02314524455905831,-0.057045279161597295,-0.05716721375995526,META
2025-01-15,607.7715100133968,619.972556750708,604.0763139738187,614.6538696289062,15524300.0,602.9528228759766,591.2464892578125,530.1898773193359,605.6485965333605,601.8377441882494,54.93299899183472,3.8108523451111296,4.1979816281458415,-0.38712928303471195,628.0151479336904,577.8904978182628,602.9528228759766,0.7334389711499414,13347520.0,1.1630849775838505,0.038485304032489065,-0.0012462492766329714,-0.004404234566395049,META
2025-01-16,609.0563296194044,613.7873477153851,607.2735046849263,608.8571166992188,8355300.0,602.3084075927734,592.1348669433594,530.7939558410644,606.1422150204157,602.3576977075805,52.643141626500665,3.7845173128351917,4.1152887650837116,-0.3307714522485199,625.9592187331276,578.6575964524192,602.3084075927734,0.6384457612667916,13221005.0,0.6319716239423553,-0.009430922371296946,0.0009497243140461631,-0.020729232899011185,META
2025-01-17,621.5561807031561,622.4724872092602,601.2576176946507,610.3212890625,17280600.0,601.9762420654297,593.1815063476563,531.3754577636719,606.7851494884286,602.9475933635005,53.1740913918492,3.837556124928142,4.059742237052598,-0.22218611212445616,624.9368937495317,579.0155903813277,601.9762420654297,0.681724959535158,13440145.0,1.2857450570659765,0.0024047881237210245,-0.0050173493780254486,-0.010767733758275888,META
2025-01-21,615.3611025019545,619.0164197693068,606.5763408669152,613.99658203125,11674000.0,602.9358978271484,594.0677795410157,531.928801574707,607.8946006488626,603.766036968519,54.55153617889144,4.128563680343632,4.073506525710805,0.05505715463282712,626.2361387636679,579.635656890629,602.9358978271484,0.7373512839094366,13170070.0,0.8864037928424069,0.006021898686174865,0.013364493983610393,0.03226799490213694,META
2025-01-22,620.8091489005574,631.1676126122295,616.954619104307,621.0083618164062,12274000.0,604.3268188476563,595.1018505859375,532.4964448547362,609.9121023669462,605.0432462165106,57.141793823034455,4.86885615043559,4.232576450655762,0.6362796997798279,628.4829683053366,580.1706693899761,604.3268188476563,0.8452856382829022,13035865.0,0.9415562373498036,0.011419900355079449,0.04922150383107193,0.04689631173483533,META
2025-01-23,624.8529752907019,634.0560413523201,618.6678301446317,633.9066772460938,9910200.0,606.8765869140626,596.0027734375,533.047032623291,613.6035754252766,607.1812781446279,61.489789079863044,6.422297280648763,4.670520616654363,1.7517766639944004,632.2497422568937,581.5034315712315,606.8765869140626,1.0326513389008902,11081905.0,0.8942686298068787,0.02076995451713537,0.031323007254166146,0.08748391039178482,META
2025-01-24,633.8568181481475,649.3944525113692,631.6655977145533,644.9024658203125,19065300.0,609.2490692138672,597.170587158203,533.6927769470213,618.4187893322053,609.9754401946785,64.77099522998122,8.443349137526752,5.425086320828841,3.018262816697911,639.3458340073611,579.1523044203733,609.2490692138672,1.0923127759741855,11524880.0,1.6542731898293082,0.017346068386577373,0.059201655252886676,0.07941990467139193,META
2025-01-27,624.1059736130031,661.2170877274049,622.601998034938,657.2430419921875,28399200.0,611.8451538085938,598.7080200195312,534.4118949890135,624.391751279895,613.476744031531,68.06014946474765,10.915007248363963,6.523070506335866,4.391936742028097,648.7114093349705,574.978898282217,611.8451538085938,1.1157105940688374,12708535.0,2.2346556861196034,0.019135569835630584,0.07688041326849815,0.08577541810833988,META
2025-01-28,663.3384650183111,679.8522234062305,656.8345316694918,671.6351928710938,20950100.0,615.3799713134766,600.5004541015624,535.1884223937989,631.6599730631563,617.784777278906,71.41240029041495,13.875195784250309,7.993495561918754,5.881700222331554,660.4806218826897,570.2793207442636,615.3799713134766,1.1236630829766217,13451970.0,1.5574001428787008,0.021897760735939853,0.09387448159590916,0.1176431694303206,META
2025-01-29,672.3025851139503,678.3283961259809,663.0098523603809,673.78662109375,21377800.0,619.1986450195312,602.4318542480468,535.9591694641114,638.1409958370938,621.9330620059314,71.88739692142403,16.207933831162336,9.636383215767472,6.571550615394864,670.4127689402357,567.9845210988268,619.1986450195312,1.0329386885315581,14116650.0,1.514367785558188,0.0032032690447016954,0.08498800100367565,0.1278402969671999,META
2025-01-30,694.0354036840853,707.9495481611209,673.3981724899843,684.254638671875,29322900.0,623.967514038086,604.6291430664062,536.8381771850587,645.2354024270602,626.5494750922976,74.13894554803719,18.685927334762596,11.446292039566497,7.2396352951960985,680.7529169174366,567.1821111587356,623.967514038086,1.0308329392401034,15231500.0,1.9251485408528377,0.015536101861346463,0.0794248794546697,0.16196478812292292,META
